"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-01","7.7","13.1","2.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-02","14.5","19.3","9.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-03","18.1","22.1","14.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-04","22.2","27.7","16.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-05","24.8","30.4","19.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-06","28.0","33.4","22.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-07","28.3","33.6","23.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-08","27.6","32.1","23.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-09","24.3","28.5","20.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-10","20.4","26.4","14.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-11","17.1","22.1","12.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1948-12","15.4","20.7","10.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-01","15.4","20.3","10.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-02","16.6","20.4","12.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-03","16.5","21.7","11.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-04","19.6","24.3","14.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-05","24.7","30.6","18.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-06","27.4","32.4","22.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-07","27.9","32.1","23.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-08","27.9","32.8","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-09","25.9","30.1","21.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-10","23.7","28.0","19.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-11","15.0","21.9","8.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1949-12","14.9","19.6","10.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-01","19.5","23.5","15.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-02","16.0","21.4","10.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-03","15.1","20.6","9.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-04","18.2","23.5","12.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-05","24.6","29.7","19.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-06","27.4","32.1","22.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-07","27.0","31.4","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-08","27.5","32.4","22.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-09","26.2","30.8","21.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-10","21.8","27.4","16.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-11","13.9","20.5","7.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1950-12","11.3","16.4","6.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-01","13.1","19.2","7.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-02","13.6","19.4","7.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-03","17.0","22.2","11.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-04","19.1","24.6","13.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-05","23.7","29.4","18.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-06","27.4","32.5","22.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-07","28.4","33.2","23.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-08","29.9","35.3","24.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-09","26.6","31.1","22.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-10","22.6","27.8","17.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-11","13.8","19.6","8.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1951-12","15.4","21.1","9.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-01","16.8","21.8","11.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-02","14.9","19.6","10.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-03","15.7","21.3","10.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-04","18.6","24.4","12.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-05","23.9","29.6","18.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-06","27.8","33.0","22.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-07","27.5","32.2","22.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-08","28.0","32.8","23.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-09","25.4","29.8","20.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-10","17.6","24.4","10.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-11","14.5","20.3","8.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1952-12","12.4","17.5","7.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-01","13.8","19.6","7.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-02","13.5","18.3","8.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-03","19.5","24.5","14.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-04","20.1","25.6","14.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-05","25.5","30.2","20.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-06","28.6","33.5","23.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-07","27.9","32.3","23.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-08","27.8","32.2","23.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-09","26.2","31.6","20.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-10","21.3","27.0","15.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-11","15.4","20.6","10.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1953-12","11.3","15.8","6.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-01","13.0","18.4","7.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-02","15.4","22.0","8.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-03","15.7","20.8","10.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-04","21.8","27.3","16.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-05","21.7","26.8","16.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-06","27.1","32.3","22.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-07","28.0","32.6","23.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-08","28.2","33.3","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-09","27.1","32.1","22.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-10","21.7","26.8","16.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-11","14.8","20.4","9.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1954-12","12.6","18.5","6.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-01","11.8","16.9","6.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-02","14.4","19.4","9.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-03","18.5","24.3","12.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-04","21.9","27.4","16.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-05","25.7","31.2","20.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-06","26.0","31.6","20.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-07","27.3","31.8","22.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-08","28.1","32.5","23.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-09","27.0","31.1","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-10","20.7","26.5","14.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-11","15.6","20.4","10.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1955-12","13.0","17.7","8.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-01","10.9","16.1","5.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-02","16.2","20.8","11.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-03","16.9","22.6","11.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-04","19.8","24.7","15.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-05","25.1","30.1","20.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-06","25.9","30.9","20.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-07","27.7","32.7","22.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-08","27.5","32.5","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-09","25.4","30.3","20.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-10","22.2","27.4","17.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-11","15.7","21.4","9.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1956-12","16.2","21.6","10.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-01","15.5","20.3","10.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-02","17.6","22.0","13.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-03","16.3","21.1","11.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-04","20.8","25.6","15.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-05","24.9","29.3","20.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-06","26.9","31.0","22.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-07","28.9","33.5","24.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-08","27.7","31.7","23.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-09","24.8","28.1","21.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-10","19.3","23.8","14.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-11","16.6","20.9","12.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1957-12","12.9","18.5","7.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-01","9.2","13.6","4.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-02","9.1","13.6","4.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-03","14.9","19.3","10.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-04","20.7","25.7","15.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-05","24.3","29.0","19.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-06","27.4","31.9","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-07","27.6","31.8","23.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-08","27.7","32.0","23.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-09","26.7","30.5","22.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-10","20.9","24.9","17.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-11","17.3","22.2","12.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1958-12","11.5","16.1","6.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-01","10.1","15.8","4.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-02","14.0","18.2","9.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-03","15.6","20.3","10.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-04","20.0","24.5","15.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-05","25.1","29.4","20.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-06","27.4","31.3","23.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-07","27.8","31.7","23.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-08","28.1","32.1","24.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-09","26.6","30.5","22.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-10","22.8","26.5","19.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-11","14.8","20.1","9.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1959-12","13.1","17.9","8.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-01","11.0","15.9","6.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-02","9.8","15.6","3.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-03","13.4","19.1","7.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-04","19.7","25.9","13.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-05","21.9","28.1","15.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-06","26.7","32.8","20.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-07","28.8","34.5","23.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-08","27.4","31.7","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-09","25.6","30.6","20.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-10","21.4","27.2","15.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-11","16.4","22.5","10.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1960-12","11.1","16.4","5.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-01","8.5","13.6","3.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-02","14.5","20.3","8.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-03","18.1","23.5","12.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-04","18.2","24.5","11.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-05","22.6","28.2","17.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-06","25.1","29.9","20.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-07","26.5","31.4","21.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-08","26.5","31.2","21.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-09","25.6","29.9","21.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-10","20.0","26.0","14.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-11","16.2","20.9","11.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1961-12","13.5","19.0","8.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-01","10.2","16.3","4.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-02","17.7","23.1","12.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-03","14.4","20.2","8.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-04","18.7","24.7","12.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-05","24.5","30.7","18.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-06","26.3","31.2","21.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-07","28.7","33.8","23.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-08","27.9","33.0","22.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-09","25.8","31.3","20.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-10","22.0","27.9","16.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-11","14.4","20.1","8.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1962-12","10.6","15.8","5.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-01","8.6","14.1","3.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-02","9.0","15.3","2.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-03","18.7","25.0","12.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-04","22.6","28.0","17.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-05","24.0","29.7","18.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-06","26.4","31.6","21.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-07","27.3","31.9","22.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-08","27.5","32.5","22.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-09","25.4","30.0","20.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-10","21.1","28.2","14.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-11","15.7","21.4","10.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1963-12","7.9","13.3","2.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-01","10.0","15.4","4.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-02","9.9","15.2","4.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-03","15.8","22.0","9.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-04","21.4","26.4","16.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-05","23.6","29.5","17.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-06","26.1","31.4","20.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-07","27.0","31.6","22.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-08","27.6","32.4","22.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-09","25.0","30.6","19.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-10","18.2","24.4","12.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-11","16.5","22.1","11.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1964-12","13.5","18.6","8.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-01","12.7","18.4","6.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-02","12.4","17.5","7.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-03","15.0","19.8","10.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-04","21.6","26.8","16.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-05","24.1","29.4","18.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-06","25.8","31.4","20.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-07","27.2","32.0","22.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-08","25.4","30.1","20.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-09","24.6","28.8","20.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-10","19.3","25.4","13.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-11","18.1","23.8","12.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1965-12","12.2","17.8","6.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-01","8.3","12.7","3.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-02","11.1","16.4","5.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-03","15.0","20.2","9.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-04","20.4","25.3","15.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-05","23.9","27.9","19.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-06","25.1","30.7","19.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-07","27.9","33.3","22.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-08","26.9","31.9","21.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-09","25.0","30.1","19.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-10","20.5","26.1","15.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-11","16.4","22.7","10.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1966-12","11.8","16.6","6.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-01","11.4","16.1","6.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-02","11.4","17.0","5.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-03","17.3","24.1","10.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-04","22.3","28.3","16.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-05","23.2","28.8","17.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-06","27.5","32.8","22.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-07","27.0","32.0","21.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-08","26.6","31.1","22.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-09","24.0","29.0","18.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-10","18.7","25.9","11.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-11","15.7","22.4","8.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1967-12","14.6","19.2","9.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-01","10.9","16.5","5.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-02","8.4","14.2","2.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-03","13.2","19.4","7.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-04","20.1","25.2","14.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-05","23.4","29.1","17.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-06","26.9","32.5","21.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-07","28.0","32.9","23.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-08","27.2","32.4","22.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-09","24.1","29.6","18.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-10","20.2","26.2","14.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-11","13.0","19.3","6.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1968-12","10.4","16.6","4.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-01","12.4","17.6","7.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-02","12.5","17.5","7.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-03","12.1","17.6","6.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-04","20.4","25.7","15.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-05","22.9","28.8","17.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-06","26.8","32.5","21.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-07","27.8","32.6","23.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-08","26.7","31.5","21.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-09","24.8","30.3","19.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-10","21.7","26.5","16.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-11","14.7","21.4","7.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1969-12","12.5","19.0","6.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-01","8.5","13.6","3.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-02","10.9","17.9","3.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-03","15.6","20.3","10.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-04","21.5","27.2","15.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-05","23.5","28.8","18.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-06","26.4","31.5","21.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-07","27.5","32.5","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-08","27.5","31.8","23.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-09","26.7","31.3","22.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-10","20.4","26.1","14.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-11","13.0","20.1","5.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1970-12","14.4","20.6","8.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-01","12.9","18.7","7.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-02","12.2","18.5","5.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-03","15.1","21.6","8.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-04","19.4","25.9","12.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-05","22.7","28.9","16.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-06","26.6","32.5","20.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-07","27.4","32.1","22.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-08","27.3","32.0","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-09","26.0","30.1","22.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-10","22.0","27.6","16.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-11","15.1","21.3","8.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1971-12","17.4","21.6","13.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-01","14.8","20.4","9.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-02","13.4","19.4","7.4"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-03","16.6","23.1","10.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-04","21.0","26.8","15.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-05","23.3","28.9","17.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-06","27.1","32.6","21.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07","26.3","31.7","21.0"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08","27.3","32.9","21.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09","26.4","32.2","20.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10","21.3","26.9","15.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11","13.7","18.1","9.3"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-12","12.9","18.4","7.5"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-01","10.2","15.5","4.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-02","11.4","17.1","5.7"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-03","18.6","23.3","13.9"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-04","17.9","23.0","12.8"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-05","22.5","27.8","17.2"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-06","27.6","32.6","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-07","29.1","33.6","24.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-08","27.6","32.1","23.1"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-09","26.5","30.4","22.6"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1973-10","23.0","28.1","17.9"
