STATION,DATE,AWND,PRCP,TAVG
USW00012916,2010-02,4.1,167.6,9.1
USW00012916,2010-03,4,74,14.4
USW00012916,2010-04,3.9,66.4,21.2
USW00012916,2010-05,3.5,131.4,26.6
USW00012916,2010-06,2.2,254,28.9
USW00012916,2010-07,2.8,169.5,29.3
USW00012916,2010-08,2.8,298,29.4
USW00012916,2010-09,2.6,8.4,27.8
USW00012916,2010-10,3.4,18.6,22.3
USW00012916,2010-11,3.5,69.9,17.4
USW00012916,2010-12,4.3,55.2,10.9
USW00012916,2011-01,3.6,104,10.6
USW00012916,2011-02,4,42,13.7
USW00012916,2011-03,3.9,266.2,19.3
USW00012916,2011-04,5,8.9,23.3
USW00012916,2011-05,4.2,19.8,25.3
USW00012916,2011-06,3,119.3,29.5
USW00012916,2011-07,2.3,330.1,29
USW00012916,2011-08,2.5,40.9,30.7
USW00012916,2011-09,3.4,337.1,25.8
USW00012916,2011-10,3,5.6,20.8
USW00012916,2011-11,4.1,80.7,17.8
USW00012916,2011-12,3.6,33,14.3
USW00012916,2012-01,3.9,46.1,16
USW00012916,2012-02,4.2,120.1,16.1
USW00012916,2012-03,3.7,205.7,21.5
USW00012916,2012-04,3.8,189.1,22.7
USW00012916,2012-05,2.9,45,26.3
USW00012916,2012-06,3.3,80.9,28.1
USW00012916,2012-07,2.3,294.3,28.4
USW00012916,2012-08,3.4,472.9,27.9
USW00012916,2012-09,2.9,77,26.9
USW00012916,2012-10,3.3,10.2,21.2
USW00012916,2012-11,3.1,62.9,15.8
USW00012916,2012-12,3.8,130.3,14.9
USW00012916,2013-01,4.1,167.5,13.7
USW00012916,2013-02,4,183.3,14.3
USW00012916,2013-03,4.2,27.5,15.1
USW00012916,2013-04,4.3,295.2,20.1
USW00012916,2013-05,3.6,209,23.1
USW00012916,2013-06,2.7,111.6,28.2
USW00012916,2013-07,2.8,100.9,28
USW00012916,2013-08,2.5,183.4,28.2
USW00012916,2013-09,2.5,220.5,27.6
USW00012916,2013-10,3,58.2,22.8
USW00012916,2013-11,4.3,48,15.4
USW00012916,2013-12,4,81.2,12.9
USW00012916,2014-01,4.1,69,8.4
USW00012916,2014-02,4.3,160.1,13.4
USW00012916,2014-03,4,133.5,15.2
USW00012916,2014-04,4.7,58.7,20.4
USW00012916,2014-05,3.9,212.1,23.9
USW00012916,2014-06,3.1,204,27.5
USW00012916,2014-07,2.8,114.2,28
USW00012916,2014-08,2.8,139.8,29.1
USW00012916,2014-09,2.9,97.8,27.5
USW00012916,2014-10,3.3,46.6,22.6
USW00012916,2014-11,4.4,54.4,14.4
USW00012916,2014-12,3.5,100.6,14.9
USW00012916,2015-01,4.1,144.1,11.1
USW00012916,2015-02,4.7,51.7,11.3
USW00012916,2015-03,3.6,161.7,19.1
USW00012916,2015-04,3.7,304.2,23.1
USW00012916,2015-05,3.4,232.2,25.7
USW00012916,2015-06,3,95.3,28
USW00012916,2015-07,3.2,105.9,29.8
USW00012916,2015-08,3.2,83.3,29.4
USW00012916,2015-09,3.1,69.1,26.9
USW00012916,2015-10,4,242.3,22.9
USW00012916,2015-11,4.1,158.8,19.4
USW00012916,2015-12,4.4,164,18.1
USW00012916,2016-01,4.4,112.1,12.2
USW00012916,2016-02,4.2,94.5,15
USW00012916,2016-03,4.8,161.7,20.1
USW00012916,2016-04,4.2,251.3,21.9
USW00012916,2016-05,3.5,125.8,25.3
USW00012916,2016-06,2.8,248.5,29
USW00012916,2016-07,2.5,113.1,30.4
USW00012916,2016-08,2.9,301.5,30
USW00012916,2016-09,2.6,117.5,29.5
USW00012916,2016-10,2.9,1.3,25.4
USW00012916,2016-11,3.1,70.4,19.1
USW00012916,2016-12,3.7,199.8,15.3
USW00012916,2017-01,4,124.4,15.6
USW00012916,2017-02,3.7,69.6,18
USW00012916,2017-03,4,73,19.6
USW00012916,2017-04,4.2,138.6,21.8
USW00012916,2017-05,3.5,252.2,23.3
USW00012916,2017-06,3.6,393.1,26.7
USW00012916,2017-07,2.2,165.2,28.5
USW00012916,2017-08,2.9,400.7,28.4
USW00012916,2017-09,2.7,10.6,26.7
USW00012916,2017-10,3.8,79.5,22.7
USW00012916,2017-11,3,1.6,18.3
USW00012916,2017-12,3.3,130.9,13.1
USW00012916,2018-01,3.8,115.7,9.3
USW00012916,2018-02,4.1,78.6,20
USW00012916,2018-03,3.9,76.3,18.5
USW00012916,2018-04,3.8,147.8,19.4
USW00012916,2018-05,2.8,43.7,26.6
USW00012916,2018-06,2.8,172.3,28.8
USW00012916,2018-07,2.5,131.4,29.4
USW00012916,2018-08,2.4,251.1,28.8
USW00012916,2018-09,2.3,90,28.5
USW00012916,2018-10,3.6,130.2,24.8
USW00012916,2018-11,3.5,192.6,15.8
USW00012916,2018-12,3.8,135.4,14.7
USW00012916,2019-01,3.5,111.7,12.5
USW00012916,2019-02,4.1,155.2,18.4
USW00012916,2019-03,3.7,42.4,17.3
USW00012916,2019-04,4.1,173.1,21.1
USW00012916,2019-05,3.5,204.3,26.4
USW00012916,2019-06,3.1,109.8,29
USW00012916,2019-07,3.2,292.5,29
USW00012916,2019-08,2.3,98.9,29.7
USW00012916,2019-09,2.8,4.8,29.6
USW00012916,2019-10,3.3,316.7,24.1
USW00012916,2019-11,3.1,7.4,15.9
USW00012916,2019-12,3.6,72.1,15.3
